yelp_id,name,category,price_range,address,neighborhood,info,Claimed?,website,phone,working_hours,ratings,reviews,HasWebsite,first_review,last_review,permanently_closed,1_star,2_star,3_star,4_star,5_star,AvgLast_compound,AvgLast_star,AvgLast_subjectivity,Last_compound_coef,Last_compound_intrcpt,Last_star_coef,Last_star_intrcpt,Last_subjectivity_coef,Last_subjectivity_intrcpt,avg_reviews,avg_star,between,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Mon1,Tue1,Wed1,Thu1,Fri1,Sat1,Sun1,dollar_signs,Accepts Credit Cards,Good for Groups,Good for Kids,Takes Reservations,Outdoor Seating,Take-out,Delivery,Has TV,Attire,Parking,Alcohol,Noise Level,Wi-Fi,probability,ratings_notation,address1,address2
takashi-chicago,Takashi,"Japanese, French",$31-60,"1952 N Damen Ave Chicago, IL 60647",Bucktown,"{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'No', 'Accepts Credit Cards': 'Yes', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'No', 'Attire': 'Casual', 'Ambience': 'Intimate', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'No', 'Has TV': 'No', 'Caters': 'No'}",1,http://www.takashichicago.com/,(773) 772-6170,{},4.0,661.0,1,2008-01-08 00:00:00,2015-04-27 00:00:00,1,11,35,99,214,297,0.8210941176470591,3.9117647058823533,0.5848280796433886,0.0005802087682672232,0.7697456416554096,0.006274182324286707,3.3564995701829794,0.0003616860379639276,0.5528188652835809,82.0,4.1448170731707314,b/t Homer St & Armitage Ave,,,,,,,,,,,,,,,$$$,Yes,No,No,Yes,Yes,No,No,No,Casual,Street,Full Bar,Average,No,90%,4,1952 N Damen Ave,"Chicago, IL 60647"
johnny-o-hagans-chicago,Johnny O’Hagan’s,"Irish, Breakfast & Brunch, Irish Pub",$11-30,"3374 N Clark St Chicago, IL 60657 at Roscoe St",Lakeview,"{'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Bitcoin': 'No', 'Good For': 'Brunch, Dinner, Late Night', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Wheelchair Accessible': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Divey', 'Noise Level': 'Average', 'Music': 'Live', 'Good For Dancing': 'No', 'Alcohol': 'Full Bar', 'Happy Hour': 'No', 'Best Nights': 'Wed, Fri, Sat', 'Coat Check': 'No', 'Smoking': 'No', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Dogs Allowed': 'No', 'Waiter Service': 'Yes', 'Caters': 'Yes', 'Has Pool Table': 'No'}",1,http://www.ohaganspub.com/,(773) 857-0944,{},4.5,57.0,1,2014-01-29 00:00:00,2016-11-01 00:00:00,1,2,3,4,10,35,0.9314727272727272,4.2727272727272725,0.6492735717125804,-0.0005923806641602551,0.9608763493301362,-0.01964778322256236,5.247971785410822,-0.00010224016940812134,0.6543484019395653,18.0,4.351851851851852,,,,,,,,,,,,,,,,$$,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Casual,Street,Full Bar,Average,Free,90%,4-half,3374 N Clark St,"Chicago, IL 60657 at Roscoe St"
turquoise-restaurant-chicago,Turquoise Restaurant,Turkish,$11-30,"2147 W Roscoe St Chicago, IL 60618",Roscoe Village,"{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'No', 'Caters': 'Yes'}",0,http://www.turquoisedining.com/,(773) 549-3523,"{'Mon': ['11:00 am - 11:00 pm'], 'Tue': ['11:00 am - 11:00 pm'], 'Wed': ['11:00 am - 11:00 pm'], 'Thu': ['11:00 am - 11:00 pm'], 'Fri': ['11:00 am - 12:00 am'], 'Sat': ['11:00 am - 12:00 am'], 'Sun': ['9:00 am - 10:00 pm']}",4.0,548.0,1,2005-09-27 00:00:00,2017-09-02 00:00:00,0,41,41,75,189,193,0.5420739130434783,3.347826086956522,0.580234949252218,0.00038312087868932115,0.5011965810302785,-5.265995237398068e-05,3.3534446749185114,-0.0005697928733328358,0.6410293714765127,41.46153846153846,3.838589981447124,b/t Hamilton Ave & Leavitt St,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 12:00 am,11:00 am - 12:00 am,9:00 am - 10:00 pm,,,,,,,,$$,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Casual,Street,Full Bar,Average,Free,90%,4,2147 W Roscoe St,"Chicago, IL 60618"
flight-1551-chicago,Flight 1551,American (New),$11-30,"1551 N Wells St Chicago, IL 60610","Near North Side, Old Town","{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Parking': 'Street', 'Good for Kids': 'No', 'Good for Groups': 'No', 'Attire': 'Casual', 'Ambience': 'Trendy', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'No', 'Has TV': 'Yes', 'Caters': 'No'}",1,http://flight1551.com,(312) 944-1551,{},3.5,50.0,1,2012-01-30 00:00:00,2013-05-01 00:00:00,1,3,8,11,14,10,0.8066500000000001,3.3571428571428568,0.5316322052616694,-0.0024109168931183192,0.9847134333917388,-0.011945106021340666,4.239374259004732,0.0007191352119311642,0.4785189331804677,23.0,3.4347826086956523,b/t Burton Pl & North Ave,,,,,,,,,,,,,,,$$,Yes,No,No,Yes,Yes,Yes,No,Yes,Casual,Street,Full Bar,Average,No,90%,3-half,1551 N Wells St,"Chicago, IL 60610"
rocking-horse-chicago,Rocking Horse,"Pubs, American (New)",$11-30,"2535 N Milwaukee Ave Chicago, IL 60647 at Sacramento Ave",Logan Square,"{'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Bitcoin': 'No', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Hipster, Casual', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Best Nights': 'Thu, Fri, Sat', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Caters': 'No', 'Has Pool Table': 'Yes'}",1,http://www.rockinghorsechicago.com,(773) 486-0011,"{'Mon': ['11:30 am - 2:00 am'], 'Tue': ['11:30 am - 2:00 am'], 'Wed': ['11:30 am - 2:00 am'], 'Thu': ['11:30 am - 2:00 am'], 'Fri': ['11:30 am - 2:00 am'], 'Sat': ['10:00 am - 3:00 am'], 'Sun': ['10:00 am - 2:00 am']}",3.5,479.0,1,2009-08-14 00:00:00,2017-09-02 00:00:00,0,69,129,297,669,261,0.776075,3.75,0.5466502192982455,-0.0012655255631033248,0.8823791473006793,-0.003217733285663208,4.02028959599571,-0.00027207028117307887,0.5695041229167842,158.33333333333334,3.6484210526315786,,11:30 am - 2:00 am,11:30 am - 2:00 am,11:30 am - 2:00 am,11:30 am - 2:00 am,11:30 am - 2:00 am,10:00 am - 3:00 am,10:00 am - 2:00 am,,,,,,,,$$,Yes,Yes,No,No,Yes,Yes,No,Yes,Casual,Street,Full Bar,Average,Free,90%,3-half,2535 N Milwaukee Ave,"Chicago, IL 60647 at Sacramento Ave"
cafe-selmarie-chicago,Cafe Selmarie,"Bakeries, Breakfast & Brunch, Cafes",$11-30,"4729 N Lincoln Ave Chicago, IL 60625","Ravenswood, Lincoln Square","{'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Good For': 'Brunch', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Beer & Wine Only', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'No', 'Has TV': 'No', 'Caters': 'Yes'}",1,http://www.cafeselmarie.com,(773) 989-5595,"{'Mon': ['Closed'], 'Tue': ['8:00 am - 9:00 pm'], 'Wed': ['8:00 am - 9:00 pm'], 'Thu': ['8:00 am - 9:00 pm'], 'Fri': ['8:00 am - 10:00 pm'], 'Sat': ['8:00 am - 10:00 pm'], 'Sun': ['9:00 am - 9:00 pm']}",4.0,636.0,1,2005-07-13 00:00:00,2017-08-09 00:00:00,0,36,70,142,536,468,0.7984230769230768,4.384615384615385,0.6122562654259578,-0.0018052418951509832,0.9490913427876012,-0.010197050357313536,5.235676895206553,-0.0002147924880847756,0.6301831769314948,96.30769230769229,4.062300319488819,b/t Leland Ave & Giddings St,Closed,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 9:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm,9:00 am - 9:00 pm,,,,,,,,$$,Yes,Yes,Yes,No,Yes,Yes,No,No,Casual,Street,Beer & Wine Only,Average,No,90%,4,4729 N Lincoln Ave,"Chicago, IL 60625"
mercadito-chicago,Mercadito,"Mexican, Lounges, Cocktail Bars",$31-60,"108 W Kinzie St Chicago, IL 60654","River North, Near North Side","{'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'Yes', 'Good For': 'Dinner', 'Parking': 'Valet, Garage, Street', 'Bike Parking': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Trendy', 'Noise Level': 'Very Loud', 'Music': 'Background', 'Good For Dancing': 'No', 'Alcohol': 'Full Bar', 'Best Nights': 'Thu, Fri, Sat', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'No', 'Has TV': 'No', 'Caters': 'Yes', 'Has Pool Table': 'No'}",1,http://www.mercaditorestaurants.com/chicago/,(312) 329-9555,"{'Mon': ['11:30 am - 12:00 am'], 'Tue': ['11:30 am - 12:00 am'], 'Wed': ['11:30 am - 1:00 am'], 'Thu': ['11:30 am - 1:00 am'], 'Fri': ['11:30 am - 2:00 am'], 'Sat': ['11:00 am - 3:00 am'], 'Sun': ['11:00 am - 12:00 am']}",3.5,1782.0,1,2009-09-17 00:00:00,2017-08-31 00:00:00,0,108,216,341,640,424,0.8059846938775509,3.8979591836734695,0.5973796764621458,-0.0011112560100619443,0.924129350702402,0.0002609251979172477,3.8702185751316343,-0.00029472633721213884,0.6287138979663629,192.11111111111111,3.6107576633892418,,11:30 am - 12:00 am,11:30 am - 12:00 am,11:30 am - 1:00 am,11:30 am - 1:00 am,11:30 am - 2:00 am,11:00 am - 3:00 am,11:00 am - 12:00 am,,,,,,,,$$$,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Casual,"Valet, Garage, Street",Full Bar,Very Loud,No,90%,3-half,108 W Kinzie St,"Chicago, IL 60654"
zocalo-chicago,Zocalo,Mexican,$11-30,"358 W Ontario St Ste 1-A Chicago, IL 60654","Near North Side, River North","{'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'No', 'Accepts Credit Cards': 'No', 'Parking': 'Valet, Street', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual, Trendy', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'Yes', 'Caters': 'No'}",1,http://www.zocalochicago.com/,(312) 302-9977,{},3.5,599.0,1,2009-02-28 00:00:00,2016-02-23 00:00:00,1,6,19,25,53,16,,,,0.0,,0.0,,0.0,,19.83333333333333,3.4537815126050417,,,,,,,,,,,,,,,,$$,No,Yes,No,No,No,No,No,Yes,Casual,"Valet, Street",Full Bar,Average,No,90%,3-half,358 W Ontario St Ste 1-A,"Chicago, IL 60654"
buddy-guys-legends-chicago,Buddy Guy’s Legends,"Jazz & Blues, Music Venues, Cajun/Creole",$11-30,"700 S Wabash Ave Chicago, IL 60605",South Loop,"{'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Android Pay': 'No', 'Accepts Bitcoin': 'No', 'Good For': 'Late Night', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Loud', 'Music': 'Live', 'Good For Dancing': 'Yes', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Caters': 'No', 'Gender Neutral Restrooms': 'Yes'}",1,http://www.buddyguy.com/,(312) 427-1190,"{'Mon': ['5:00 pm - 2:00 am'], 'Tue': ['5:00 pm - 2:00 am'], 'Wed': ['11:00 am - 2:00 am'], 'Thu': ['11:00 am - 2:00 am'], 'Fri': ['11:00 am - 2:00 am'], 'Sat': ['12:00 pm - 3:00 am'], 'Sun': ['12:00 pm - 2:00 am']}",4.0,402.0,1,2005-07-12 00:00:00,2017-09-01 00:00:00,0,38,24,52,127,141,0.7353464285714286,4.178571428571429,0.5890125819283295,0.004416228704837121,0.3867798057967844,0.00841485340836139,3.5143990702686185,8.867925980717669e-05,0.582013254636406,29.384615384615387,3.80890052356021,b/t Balbo Ave & 8th St,5:00 pm - 2:00 am,5:00 pm - 2:00 am,11:00 am - 2:00 am,11:00 am - 2:00 am,11:00 am - 2:00 am,12:00 pm - 3:00 am,12:00 pm - 2:00 am,,,,,,,,$$,Yes,Yes,No,No,No,Yes,No,Yes,Casual,Street,Full Bar,Loud,Free,90%,4,700 S Wabash Ave,"Chicago, IL 60605"
piazza-bella-chicago,Piazza Bella,"Italian, Pizza, Lounges",$11-30,"2114 - 2116 W Roscoe St Chicago, IL 60618",Roscoe Village,"{'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Parking': 'Valet, Street', 'Bike Parking': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Caters': 'Yes', 'Has Pool Table': 'No'}",1,http://www.piazzabellachicago.net/,(773) 477-7330,"{'Mon': ['11:30 am - 10:00 pm'], 'Tue': ['11:30 am - 10:00 pm'], 'Wed': ['11:30 am - 10:00 pm'], 'Thu': ['11:30 am - 10:00 pm'], 'Fri': ['11:30 am - 2:00 am'], 'Sat': ['11:30 am - 2:00 am'], 'Sun': ['10:00 am - 9:00 pm']}",3.5,258.0,1,2005-12-29 00:00:00,2017-09-02 00:00:00,0,33,39,48,70,65,0.4808333333333333,3.0,0.7318253968253968,-0.031031521739130426,0.9566499999999998,-0.0652173913043478,4.0,-0.00022256728778467842,0.7352380952380952,19.615384615384613,3.372549019607843,,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 10:00 pm,11:30 am - 2:00 am,11:30 am - 2:00 am,10:00 am - 9:00 pm,,,,,,,,$$,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Casual,"Valet, Street",Full Bar,Average,Free,90%,3-half,2114 - 2116 W Roscoe St,"Chicago, IL 60618"
indian-garden-chicago,The Indian Garden,Indian,$11-30,"247 E Ontario St Ste 2 Chicago, IL 60611","River East, Near North Side","{'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Good For': 'Lunch, Dinner', 'Parking': 'Valet, Street', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'Free', 'Has TV': 'No', 'Caters': 'Yes'}",1,http://indiangardenchicago.com/,(312) 280-4910,"{'Mon': ['11:30 am - 3:00 pm', '5:00 pm - 10:00 pm'], 'Tue': ['11:30 am - 3:00 pm', '5:00 pm - 10:00 pm'], 'Wed': ['11:30 am - 3:00 pm', '5:00 pm - 10:00 pm'], 'Thu': ['11:30 am - 3:00 pm', '5:00 pm - 10:00 pm'], 'Fri': ['12:00 pm - 3:00 pm', '5:00 pm - 10:30 pm'], 'Sat': ['12:00 pm - 3:00 pm', '5:00 pm - 10:30 pm'], 'Sun': ['12:00 pm - 3:00 pm', '5:00 pm - 10:00 pm']}",3.5,558.0,1,2005-09-15 00:00:00,2017-08-24 00:00:00,0,50,73,87,190,136,0.6260408163265306,3.5102040816326534,0.5804119534634337,-0.0008103449319647151,0.6984922683048452,-0.003719795949905128,3.8427842052353953,-0.0006897963837705972,0.6420853811634128,41.230769230769226,3.539179104477612,b/t Fairbanks Ct & Mc Clurg Ct,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,11:30 am - 3:00 pm,12:00 pm - 3:00 pm,12:00 pm - 3:00 pm,12:00 pm - 3:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:00 pm,5:00 pm - 10:30 pm,5:00 pm - 10:30 pm,5:00 pm - 10:00 pm,$$,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Casual,"Valet, Street",Full Bar,Average,Free,90%,3-half,247 E Ontario St Ste 2,"Chicago, IL 60611"
volare-ristorante-italiano-chicago,Volare Ristorante Italiano,"Italian, Pizza",$11-30,"201 E Grand Ave Chicago, IL 60611 at St Clair St",Near North Side,"{'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Bitcoin': 'No', 'Good For': 'Dinner', 'Parking': 'Valet, Street', 'Bike Parking': 'No', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Classy', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Caters': 'Yes'}",1,http://www.volarerestaurant.com,(312) 410-9900,"{'Mon': ['11:00 am - 10:30 pm'], 'Tue': ['11:00 am - 10:30 pm'], 'Wed': ['11:00 am - 10:30 pm'], 'Thu': ['11:00 am - 10:30 pm'], 'Fri': ['11:00 am - 11:00 pm'], 'Sat': ['11:00 am - 11:00 pm'], 'Sun': ['11:00 am - 10:00 pm']}",4.0,1478.0,1,2006-02-09 00:00:00,2017-09-03 00:00:00,0,61,75,161,480,639,0.75664,4.253333333333333,0.5814166448489317,-0.00099059333628043,0.8484613983176207,-0.00020641047073772104,4.272466207900915,0.0002871761095503743,0.5547973340010091,118.0,4.1024011299435035,,11:00 am - 10:30 pm,11:00 am - 10:30 pm,11:00 am - 10:30 pm,11:00 am - 10:30 pm,11:00 am - 11:00 pm,11:00 am - 11:00 pm,11:00 am - 10:00 pm,,,,,,,,$$,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Casual,"Valet, Street",Full Bar,Average,Free,90%,4,201 E Grand Ave,"Chicago, IL 60611 at St Clair St"
dos-diablos-chicago,Dos Diablos Mexican Cantina,"Mexican, Bars",$11-30,"15 W Hubbard St Chicago, IL 60654",Near North Side,"{'Takes Reservations': 'Yes', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Parking': 'Valet, Street', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'No', 'Has TV': 'Yes', 'Caters': 'Yes'}",1,http://www.dosdiabloschicago.com,(312) 245-3100,{},3.0,218.0,1,2010-04-27 00:00:00,2017-06-25 00:00:00,1,33,47,59,56,21,,,,0.0,,0.0,,0.0,,54.0,2.930555555555556,,,,,,,,,,,,,,,,$$,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Casual,"Valet, Street",Full Bar,Average,No,90%,3,15 W Hubbard St,"Chicago, IL 60654"
gamekeepers-tavern-and-grill-chicago,Gamekeepers Tavern & Grill,"Bars, American (Traditional)",Under $10,"345 W Armitage Chicago, IL 60614",Lincoln Park,"{'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Divey', 'Noise Level': 'Loud', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'No', 'Wi-Fi': 'Free', 'Has TV': 'Yes', 'Caters': 'No', 'Has Pool Table': 'Yes'}",1,http://www.gamekeeperschicago.com,(773) 549-0400,"{'Mon': ['5:00 pm - 4:00 am'], 'Tue': ['5:00 pm - 4:00 am'], 'Wed': ['5:00 pm - 4:00 am'], 'Thu': ['5:00 pm - 4:00 am'], 'Fri': ['5:00 pm - 4:00 am'], 'Sat': ['10:00 am - 5:00 am'], 'Sun': ['11:00 am - 4:00 am']}",2.5,133.0,1,2005-07-08 00:00:00,2017-07-07 00:00:00,0,37,31,34,21,6,0.3494200000000001,2.2,0.4809126984126985,-0.004173345449852666,0.5472365743230164,0.00406512808379756,2.007312928827996,-0.0003486785346420131,0.4974400609547298,9.923076923076923,2.4418604651162794,,5:00 pm - 4:00 am,5:00 pm - 4:00 am,5:00 pm - 4:00 am,5:00 pm - 4:00 am,5:00 pm - 4:00 am,10:00 am - 5:00 am,11:00 am - 4:00 am,,,,,,,,$,Yes,Yes,No,No,No,Yes,No,Yes,Casual,Street,Full Bar,Loud,Free,90%,2-half,345 W Armitage,"Chicago, IL 60614"
hopleaf-chicago,Hopleaf,Gastropubs,$11-30,"5148 N Clark St Chicago, IL 60640","Andersonville, Ravenswood, Uptown","{'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'No', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Accepts Android Pay': 'No', 'Good For': 'Dinner', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'No', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Loud', 'Alcohol': 'Full Bar', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'No', 'Has TV': 'No', 'Caters': 'No'}",1,http://hopleaf.com,(773) 334-9851,"{'Mon': ['12:00 pm - 2:00 am'], 'Tue': ['12:00 pm - 2:00 am'], 'Wed': ['12:00 pm - 2:00 am'], 'Thu': ['12:00 pm - 2:00 am'], 'Fri': ['12:00 pm - 2:00 am'], 'Sat': ['12:00 pm - 3:00 am'], 'Sun': ['12:00 pm - 2:00 am']}",4.0,1905.0,1,2004-11-24 00:00:00,2017-08-31 00:00:00,0,79,114,222,659,798,0.6648360655737705,3.80327868852459,0.5738424243039323,0.0007834576362442524,0.5900993445031918,0.001892686986663364,3.622728761059113,-0.0005197585545793639,0.6234239821579866,133.71428571428572,4.059294871794871,b/t Winona St & United States Highway 41,12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 2:00 am,12:00 pm - 3:00 am,12:00 pm - 2:00 am,,,,,,,,$$,Yes,Yes,No,No,Yes,No,No,No,Casual,Street,Full Bar,Loud,No,90%,4,5148 N Clark St,"Chicago, IL 60640"
fattoush-restaurant-chicago,Fattoush Restaurant,"Middle Eastern, Gluten-Free",$11-30,"2652 N Halsted St Chicago, IL 60614","Lincoln Park, DePaul","{'Takes Reservations': 'Yes', 'Delivery': 'Yes', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Parking': 'Street, Validated', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Romantic', 'Noise Level': 'Average', 'Alcohol': 'No', 'Outdoor Seating': 'Yes', 'Wi-Fi': 'Free', 'Has TV': 'No', 'Caters': 'Yes'}",1,http://www.fattoushrestaurant.com/,(773) 327-2652,{},3.5,80.0,1,2005-08-04 00:00:00,2012-01-23 00:00:00,1,6,13,12,29,15,0.7174666666666667,3.6,0.6064009974136597,-0.0034026605100154284,0.9071082790915266,-0.004237383438218318,3.8361635036233683,0.0001819960747801533,0.5962577495125791,10.714285714285714,3.453333333333333,b/t Wrightwood Ave & Schubert Ave,,,,,,,,,,,,,,,$$,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Casual,"Street, Validated",No,Average,Free,90%,3-half,2652 N Halsted St,"Chicago, IL 60614"
tabaq-restaurant-chicago-3,Tabaq Restaurant,"Pakistani, Halal, American (New)",Under $10,"1245 N Clybourn St Chicago, IL 60610","Old Town, Near North Side","{'Takes Reservations': 'No', 'Delivery': 'No', 'Take-out': 'Yes', 'Accepts Credit Cards': 'Yes', 'Accepts Apple Pay': 'No', 'Parking': 'Street', 'Bike Parking': 'Yes', 'Good for Kids': 'Yes', 'Good for Groups': 'Yes', 'Attire': 'Casual', 'Ambience': 'Casual', 'Noise Level': 'Average', 'Alcohol': 'No', 'Outdoor Seating': 'No', 'Wi-Fi': 'No', 'Has TV': 'Yes', 'Caters': 'Yes', 'Gender Neutral Restrooms': 'Yes'}",0,,(312) 944-1245,"{'Mon': [], 'Tue': [], 'Wed': [], 'Thu': [], 'Fri': [], 'Sat': [], 'Sun': []}",4.0,120.0,0,2008-06-29 00:00:00,2017-09-04 00:00:00,0,8,10,16,86,104,0.8142571428571428,4.0,0.6540946735010202,-0.0013461402682316355,0.9497365455670266,-0.009296729117832357,4.935649380501842,-0.0003470898243228239,0.6890267851060816,22.4,4.196428571428571,b/t Division St & Cleveland Ave,,,,,,,,,,,,,,,$,Yes,Yes,Yes,No,No,Yes,No,Yes,Casual,Street,No,Average,No,90%,4,1245 N Clybourn St,"Chicago, IL 60610"
